Year,Athlete,Place_no,Time
1988.0,Fernanda Keller,0.0,N/A
1988.0,Karen Smyers,0.0,N/A
1988.0,Susan Latshaw,0.0,N/A
1988.0,Julie Anne White,0.0,N/A
1988.0,Thea Sybesma,0.0,N/A
1988.0,Sarah Coope,0.0,N/A
1988.0,Terri Schneider,0.0,N/A
1988.0,Kirsten Hanssen,3.0,09:37:25
1988.0,Erin Baker,2.0,09:12:14
1988.0,Joanne Ernst,0.0,N/A
1988.0,Paula Newby-Fraser,1.0,09:01:01
1988.0,Elizabeth Bulman,0.0,N/A
1988.0,Julie Olson,0.0,N/A
1988.0,Patricia Puntous,0.0,N/A
1988.0,Sylviane Puntous,0.0,N/A
1988.0,Eva Ueltzen,0.0,N/A
1988.0,Julie Leach,0.0,N/A
1988.0,Jo Ann Dahlkoetter,0.0,N/A
1988.0,Julie Moss,0.0,N/A
1988.0,Kathleen McCartney,0.0,N/A
1988.0,Sally Edwards,0.0,N/A
1988.0,Lyn Brooks,0.0,N/A
1988.0,Linda Sweeney,0.0,N/A
1988.0,Eve Anderson,0.0,N/A
1988.0,Robin Beck,0.0,N/A
1988.0,Lyn Lemaire,0.0,N/A
1989.0,Anne Haug,0.0,N/A
1989.0,Sarah Crowley,0.0,N/A
1989.0,Lucy Charles,0.0,N/A
1989.0,Heather Jackson,0.0,N/A
1989.0,Daniela Ryf,0.0,N/A
1989.0,Rachel Joyce,0.0,N/A
1989.0,Liz Blatchford,0.0,N/A
1989.0,Leanda Cave,0.0,N/A
1989.0,Caroline Steffen,0.0,N/A
1989.0,Julie Dibens,0.0,N/A
1989.0,Virginia Berasategui,0.0,N/A
1989.0,Mirinda Carfrae,0.0,N/A
1989.0,Yvonne van Vlerken,0.0,N/A
1989.0,Sandra Wallenhorst,0.0,N/A
1989.0,Chrissie Wellington,0.0,N/A
1989.0,Samantha McGlone,0.0,N/A
1989.0,Lisa Bentley,0.0,N/A
1989.0,Desiree Ficker,0.0,N/A
1989.0,Michellie Jones,0.0,N/A
1989.0,Kate Major,0.0,N/A
1989.0,Nina Kraft,0.0,N/A
1989.0,Heather Fuhr,0.0,N/A
1989.0,Lori Bowden,0.0,N/A
1989.0,Natascha Badmann,0.0,N/A
1989.0,Isabelle Mouthon,0.0,N/A
1989.0,Fernanda Keller,0.0,N/A
1989.0,Karen Smyers,0.0,N/A
1989.0,Susan Latshaw,0.0,N/A
1989.0,Julie Anne White,0.0,N/A
1989.0,Thea Sybesma,0.0,N/A
1989.0,Sarah Coope,0.0,N/A
1989.0,Terri Schneider,0.0,N/A
1989.0,Kirsten Hanssen,3.0,09:24:31
1989.0,Erin Baker,0.0,N/A
1989.0,Joanne Ernst,0.0,N/A
1989.0,Paula Newby-Fraser,1.0,09:00:56
1989.0,Elizabeth Bulman,0.0,N/A
1989.0,Julie Olson,0.0,N/A
1989.0,Patricia Puntous,0.0,N/A
1989.0,Sylviane Puntous,2.0,09:21:55
1989.0,Eva Ueltzen,0.0,N/A
1989.0,Julie Leach,0.0,N/A
1989.0,Jo Ann Dahlkoetter,0.0,N/A
1989.0,Julie Moss,0.0,N/A
1989.0,Kathleen McCartney,0.0,N/A
1989.0,Sally Edwards,0.0,N/A
1989.0,Lyn Brooks,0.0,N/A
1989.0,Linda Sweeney,0.0,N/A
1989.0,Eve Anderson,0.0,N/A
1989.0,Robin Beck,0.0,N/A
1989.0,Lyn Lemaire,0.0,N/A
1990.0,Anne Haug,0.0,N/A
1990.0,Sarah Crowley,0.0,N/A
1990.0,Lucy Charles,0.0,N/A
1990.0,Heather Jackson,0.0,N/A
1990.0,Daniela Ryf,0.0,N/A
1990.0,Rachel Joyce,0.0,N/A
1990.0,Liz Blatchford,0.0,N/A
1990.0,Leanda Cave,0.0,N/A
1990.0,Caroline Steffen,0.0,N/A
1990.0,Julie Dibens,0.0,N/A
1990.0,Virginia Berasategui,0.0,N/A
1990.0,Mirinda Carfrae,0.0,N/A
1990.0,Yvonne van Vlerken,0.0,N/A
1990.0,Sandra Wallenhorst,0.0,N/A
1990.0,Chrissie Wellington,0.0,N/A
1990.0,Samantha McGlone,0.0,N/A
1990.0,Lisa Bentley,0.0,N/A
1990.0,Desiree Ficker,0.0,N/A
1990.0,Michellie Jones,0.0,N/A
1990.0,Kate Major,0.0,N/A
1990.0,Nina Kraft,0.0,N/A
1990.0,Heather Fuhr,0.0,N/A
1990.0,Lori Bowden,0.0,N/A
1990.0,Natascha Badmann,0.0,N/A
1990.0,Isabelle Mouthon,0.0,N/A
1990.0,Fernanda Keller,0.0,N/A
1990.0,Karen Smyers,0.0,N/A
1990.0,Susan Latshaw,0.0,N/A
1990.0,Julie Anne White,0.0,N/A
1990.0,Thea Sybesma,0.0,N/A
1990.0,Sarah Coope,0.0,N/A
1990.0,Terri Schneider,3.0,10:00:34
1990.0,Kirsten Hanssen,0.0,N/A
1990.0,Erin Baker,1.0,09:13:42
1990.0,Joanne Ernst,0.0,N/A
1990.0,Paula Newby-Fraser,2.0,09:20:01
1990.0,Elizabeth Bulman,0.0,N/A
1990.0,Julie Olson,0.0,N/A
1990.0,Patricia Puntous,0.0,N/A
1990.0,Sylviane Puntous,0.0,N/A
1990.0,Eva Ueltzen,0.0,N/A
1990.0,Julie Leach,0.0,N/A
1990.0,Jo Ann Dahlkoetter,0.0,N/A
1990.0,Julie Moss,0.0,N/A
1990.0,Kathleen McCartney,0.0,N/A
1990.0,Sally Edwards,0.0,N/A
1990.0,Lyn Brooks,0.0,N/A
1990.0,Linda Sweeney,0.0,N/A
1990.0,Eve Anderson,0.0,N/A
1990.0,Robin Beck,0.0,N/A
1990.0,Lyn Lemaire,0.0,N/A
1991.0,Anne Haug,0.0,N/A
1991.0,Sarah Crowley,0.0,N/A
1991.0,Lucy Charles,0.0,N/A
1991.0,Heather Jackson,0.0,N/A
1991.0,Daniela Ryf,0.0,N/A
1991.0,Rachel Joyce,0.0,N/A
1991.0,Liz Blatchford,0.0,N/A
1991.0,Leanda Cave,0.0,N/A
1991.0,Caroline Steffen,0.0,N/A
1991.0,Julie Dibens,0.0,N/A
1991.0,Virginia Berasategui,0.0,N/A
1991.0,Mirinda Carfrae,0.0,N/A
1991.0,Yvonne van Vlerken,0.0,N/A
1991.0,Sandra Wallenhorst,0.0,N/A
1991.0,Chrissie Wellington,0.0,N/A
1991.0,Samantha McGlone,0.0,N/A
1991.0,Lisa Bentley,0.0,N/A
1991.0,Desiree Ficker,0.0,N/A
1991.0,Michellie Jones,0.0,N/A
1991.0,Kate Major,0.0,N/A
1991.0,Nina Kraft,0.0,N/A
1991.0,Heather Fuhr,0.0,N/A
1991.0,Lori Bowden,0.0,N/A
1991.0,Natascha Badmann,0.0,N/A
1991.0,Isabelle Mouthon,0.0,N/A
1991.0,Fernanda Keller,0.0,N/A
1991.0,Karen Smyers,0.0,N/A
1991.0,Susan Latshaw,0.0,N/A
1991.0,Julie Anne White,0.0,N/A
1991.0,Thea Sybesma,0.0,N/A
1991.0,Sarah Coope,3.0,09:33:20
1991.0,Terri Schneider,0.0,N/A
1991.0,Kirsten Hanssen,0.0,N/A
1991.0,Erin Baker,2.0,09:23:37
1991.0,Joanne Ernst,0.0,N/A
1991.0,Paula Newby-Fraser,1.0,09:07:52
1991.0,Elizabeth Bulman,0.0,N/A
1991.0,Julie Olson,0.0,N/A
1991.0,Patricia Puntous,0.0,N/A
1991.0,Sylviane Puntous,0.0,N/A
1991.0,Eva Ueltzen,0.0,N/A
1991.0,Julie Leach,0.0,N/A
1991.0,Jo Ann Dahlkoetter,0.0,N/A
1991.0,Julie Moss,0.0,N/A
1991.0,Kathleen McCartney,0.0,N/A
1991.0,Sally Edwards,0.0,N/A
1991.0,Lyn Brooks,0.0,N/A
1991.0,Linda Sweeney,0.0,N/A
1991.0,Eve Anderson,0.0,N/A
1991.0,Robin Beck,0.0,N/A
1991.0,Lyn Lemaire,0.0,N/A
1992.0,Anne Haug,0.0,N/A
1992.0,Sarah Crowley,0.0,N/A
1992.0,Lucy Charles,0.0,N/A
1992.0,Heather Jackson,0.0,N/A
1992.0,Daniela Ryf,0.0,N/A
1992.0,Rachel Joyce,0.0,N/A
1992.0,Liz Blatchford,0.0,N/A
1992.0,Leanda Cave,0.0,N/A
1992.0,Caroline Steffen,0.0,N/A
1992.0,Julie Dibens,0.0,N/A
1992.0,Virginia Berasategui,0.0,N/A
1992.0,Mirinda Carfrae,0.0,N/A
1992.0,Yvonne van Vlerken,0.0,N/A
1992.0,Sandra Wallenhorst,0.0,N/A
1992.0,Chrissie Wellington,0.0,N/A
1992.0,Samantha McGlone,0.0,N/A
1992.0,Lisa Bentley,0.0,N/A
1992.0,Desiree Ficker,0.0,N/A
1992.0,Michellie Jones,0.0,N/A
1992.0,Kate Major,0.0,N/A
1992.0,Nina Kraft,0.0,N/A
1992.0,Heather Fuhr,0.0,N/A
1992.0,Lori Bowden,0.0,N/A
1992.0,Natascha Badmann,0.0,N/A
1992.0,Isabelle Mouthon,0.0,N/A
1992.0,Fernanda Keller,0.0,N/A
1992.0,Karen Smyers,0.0,N/A
1992.0,Susan Latshaw,0.0,N/A
1992.0,Julie Anne White,2.0,09:21:40
1992.0,Thea Sybesma,3.0,09:26:57
1992.0,Sarah Coope,0.0,N/A
1992.0,Terri Schneider,0.0,N/A
1992.0,Kirsten Hanssen,0.0,N/A
1992.0,Erin Baker,0.0,N/A
1992.0,Joanne Ernst,0.0,N/A
1992.0,Paula Newby-Fraser,1.0,08:55:28
1992.0,Elizabeth Bulman,0.0,N/A
1992.0,Julie Olson,0.0,N/A
1992.0,Patricia Puntous,0.0,N/A
1992.0,Sylviane Puntous,0.0,N/A
1992.0,Eva Ueltzen,0.0,N/A
1992.0,Julie Leach,0.0,N/A
1992.0,Jo Ann Dahlkoetter,0.0,N/A
1992.0,Julie Moss,0.0,N/A
1992.0,Kathleen McCartney,0.0,N/A
1992.0,Sally Edwards,0.0,N/A
1992.0,Lyn Brooks,0.0,N/A
1992.0,Linda Sweeney,0.0,N/A
1992.0,Eve Anderson,0.0,N/A
1992.0,Robin Beck,0.0,N/A
1992.0,Lyn Lemaire,0.0,N/A
1993.0,Anne Haug,0.0,N/A
1993.0,Sarah Crowley,0.0,N/A
1993.0,Lucy Charles,0.0,N/A
1993.0,Heather Jackson,0.0,N/A
1993.0,Daniela Ryf,0.0,N/A
1993.0,Rachel Joyce,0.0,N/A
1993.0,Liz Blatchford,0.0,N/A
1993.0,Leanda Cave,0.0,N/A
1993.0,Caroline Steffen,0.0,N/A
1993.0,Julie Dibens,0.0,N/A
1993.0,Virginia Berasategui,0.0,N/A
1993.0,Mirinda Carfrae,0.0,N/A
1993.0,Yvonne van Vlerken,0.0,N/A
1993.0,Sandra Wallenhorst,0.0,N/A
1993.0,Chrissie Wellington,0.0,N/A
1993.0,Samantha McGlone,0.0,N/A
1993.0,Lisa Bentley,0.0,N/A
1993.0,Desiree Ficker,0.0,N/A
1993.0,Michellie Jones,0.0,N/A
1993.0,Kate Major,0.0,N/A
1993.0,Nina Kraft,0.0,N/A
1993.0,Heather Fuhr,0.0,N/A
1993.0,Lori Bowden,0.0,N/A
1993.0,Natascha Badmann,0.0,N/A
1993.0,Isabelle Mouthon,0.0,N/A
1993.0,Fernanda Keller,0.0,N/A
1993.0,Karen Smyers,0.0,N/A
1993.0,Susan Latshaw,3.0,09:20:40
1993.0,Julie Anne White,0.0,N/A
1993.0,Thea Sybesma,0.0,N/A
1993.0,Sarah Coope,0.0,N/A
1993.0,Terri Schneider,0.0,N/A
1993.0,Kirsten Hanssen,0.0,N/A
1993.0,Erin Baker,2.0,09:08:04
1993.0,Joanne Ernst,0.0,N/A
1993.0,Paula Newby-Fraser,1.0,08:58:23
1993.0,Elizabeth Bulman,0.0,N/A
1993.0,Julie Olson,0.0,N/A
1993.0,Patricia Puntous,0.0,N/A
1993.0,Sylviane Puntous,0.0,N/A
1993.0,Eva Ueltzen,0.0,N/A
1993.0,Julie Leach,0.0,N/A
1993.0,Jo Ann Dahlkoetter,0.0,N/A
1993.0,Julie Moss,0.0,N/A
1993.0,Kathleen McCartney,0.0,N/A
1993.0,Sally Edwards,0.0,N/A
1993.0,Lyn Brooks,0.0,N/A
1993.0,Linda Sweeney,0.0,N/A
1993.0,Eve Anderson,0.0,N/A
1993.0,Robin Beck,0.0,N/A
1993.0,Lyn Lemaire,0.0,N/A
1994.0,Anne Haug,0.0,N/A
1994.0,Sarah Crowley,0.0,N/A
1994.0,Lucy Charles,0.0,N/A
1994.0,Heather Jackson,0.0,N/A
1994.0,Daniela Ryf,0.0,N/A
1994.0,Rachel Joyce,0.0,N/A
1994.0,Liz Blatchford,0.0,N/A
1994.0,Leanda Cave,0.0,N/A
1994.0,Caroline Steffen,0.0,N/A
1994.0,Julie Dibens,0.0,N/A
1994.0,Virginia Berasategui,0.0,N/A
1994.0,Mirinda Carfrae,0.0,N/A
1994.0,Yvonne van Vlerken,0.0,N/A
1994.0,Sandra Wallenhorst,0.0,N/A
1994.0,Chrissie Wellington,0.0,N/A
1994.0,Samantha McGlone,0.0,N/A
1994.0,Lisa Bentley,0.0,N/A
1994.0,Desiree Ficker,0.0,N/A
1994.0,Michellie Jones,0.0,N/A
1994.0,Kate Major,0.0,N/A
1994.0,Nina Kraft,0.0,N/A
1994.0,Heather Fuhr,0.0,N/A
1994.0,Lori Bowden,0.0,N/A
1994.0,Natascha Badmann,0.0,N/A
1994.0,Isabelle Mouthon,0.0,N/A
1994.0,Fernanda Keller,3.0,09:43:30
1994.0,Karen Smyers,2.0,09:28:08
1994.0,Susan Latshaw,0.0,N/A
1994.0,Julie Anne White,0.0,N/A
1994.0,Thea Sybesma,0.0,N/A
1994.0,Sarah Coope,0.0,N/A
1994.0,Terri Schneider,0.0,N/A
1994.0,Kirsten Hanssen,0.0,N/A
1994.0,Erin Baker,0.0,N/A
1994.0,Joanne Ernst,0.0,N/A
1994.0,Paula Newby-Fraser,1.0,09:20:14
1994.0,Elizabeth Bulman,0.0,N/A
1994.0,Julie Olson,0.0,N/A
1994.0,Patricia Puntous,0.0,N/A
1994.0,Sylviane Puntous,0.0,N/A
1994.0,Eva Ueltzen,0.0,N/A
1994.0,Julie Leach,0.0,N/A
1994.0,Jo Ann Dahlkoetter,0.0,N/A
1994.0,Julie Moss,0.0,N/A
1994.0,Kathleen McCartney,0.0,N/A
1994.0,Sally Edwards,0.0,N/A
1994.0,Lyn Brooks,0.0,N/A
1994.0,Linda Sweeney,0.0,N/A
1994.0,Eve Anderson,0.0,N/A
1994.0,Robin Beck,0.0,N/A
1994.0,Lyn Lemaire,0.0,N/A
1995.0,Anne Haug,0.0,N/A
1995.0,Sarah Crowley,0.0,N/A
1995.0,Lucy Charles,0.0,N/A
1995.0,Heather Jackson,0.0,N/A
1995.0,Daniela Ryf,0.0,N/A
1995.0,Rachel Joyce,0.0,N/A
1995.0,Liz Blatchford,0.0,N/A
1995.0,Leanda Cave,0.0,N/A
1995.0,Caroline Steffen,0.0,N/A
1995.0,Julie Dibens,0.0,N/A
1995.0,Virginia Berasategui,0.0,N/A
1995.0,Mirinda Carfrae,0.0,N/A
1995.0,Yvonne van Vlerken,0.0,N/A
1995.0,Sandra Wallenhorst,0.0,N/A
1995.0,Chrissie Wellington,0.0,N/A
1995.0,Samantha McGlone,0.0,N/A
1995.0,Lisa Bentley,0.0,N/A
1995.0,Desiree Ficker,0.0,N/A
1995.0,Michellie Jones,0.0,N/A
1995.0,Kate Major,0.0,N/A
1995.0,Nina Kraft,0.0,N/A
1995.0,Heather Fuhr,0.0,N/A
1995.0,Lori Bowden,0.0,N/A
1995.0,Natascha Badmann,0.0,N/A
1995.0,Isabelle Mouthon,2.0,09:25:13
1995.0,Fernanda Keller,3.0,09:37:48
1995.0,Karen Smyers,1.0,09:16:46
1995.0,Susan Latshaw,0.0,N/A
1995.0,Julie Anne White,0.0,N/A
1995.0,Thea Sybesma,0.0,N/A
1995.0,Sarah Coope,0.0,N/A
1995.0,Terri Schneider,0.0,N/A
1995.0,Kirsten Hanssen,0.0,N/A
1995.0,Erin Baker,0.0,N/A
1995.0,Joanne Ernst,0.0,N/A
1995.0,Paula Newby-Fraser,0.0,N/A
1995.0,Elizabeth Bulman,0.0,N/A
1995.0,Julie Olson,0.0,N/A
1995.0,Patricia Puntous,0.0,N/A
1995.0,Sylviane Puntous,0.0,N/A
1995.0,Eva Ueltzen,0.0,N/A
1995.0,Julie Leach,0.0,N/A
1995.0,Jo Ann Dahlkoetter,0.0,N/A
1995.0,Julie Moss,0.0,N/A
1995.0,Kathleen McCartney,0.0,N/A
1995.0,Sally Edwards,0.0,N/A
1995.0,Lyn Brooks,0.0,N/A
1995.0,Linda Sweeney,0.0,N/A
1995.0,Eve Anderson,0.0,N/A
1995.0,Robin Beck,0.0,N/A
1995.0,Lyn Lemaire,0.0,N/A
1996.0,Anne Haug,0.0,N/A
1996.0,Sarah Crowley,0.0,N/A
1996.0,Lucy Charles,0.0,N/A
1996.0,Heather Jackson,0.0,N/A
1996.0,Daniela Ryf,0.0,N/A
1996.0,Rachel Joyce,0.0,N/A
1996.0,Liz Blatchford,0.0,N/A
1996.0,Leanda Cave,0.0,N/A
1996.0,Caroline Steffen,0.0,N/A
1996.0,Julie Dibens,0.0,N/A
1996.0,Virginia Berasategui,0.0,N/A
1996.0,Mirinda Carfrae,0.0,N/A
1996.0,Yvonne van Vlerken,0.0,N/A
1996.0,Sandra Wallenhorst,0.0,N/A
1996.0,Chrissie Wellington,0.0,N/A
1996.0,Samantha McGlone,0.0,N/A
1996.0,Lisa Bentley,0.0,N/A
1996.0,Desiree Ficker,0.0,N/A
1996.0,Michellie Jones,0.0,N/A
1996.0,Kate Major,0.0,N/A
1996.0,Nina Kraft,0.0,N/A
1996.0,Heather Fuhr,0.0,N/A
1996.0,Lori Bowden,0.0,N/A
1996.0,Natascha Badmann,2.0,09:11:19
1996.0,Isabelle Mouthon,0.0,N/A
1996.0,Fernanda Keller,0.0,N/A
1996.0,Karen Smyers,3.0,09:19:13
1996.0,Susan Latshaw,0.0,N/A
1996.0,Julie Anne White,0.0,N/A
1996.0,Thea Sybesma,0.0,N/A
1996.0,Sarah Coope,0.0,N/A
1996.0,Terri Schneider,0.0,N/A
1996.0,Kirsten Hanssen,0.0,N/A
1996.0,Erin Baker,0.0,N/A
1996.0,Joanne Ernst,0.0,N/A
1996.0,Paula Newby-Fraser,1.0,09:06:49
1996.0,Elizabeth Bulman,0.0,N/A
1996.0,Julie Olson,0.0,N/A
1996.0,Patricia Puntous,0.0,N/A
1996.0,Sylviane Puntous,0.0,N/A
1996.0,Eva Ueltzen,0.0,N/A
1996.0,Julie Leach,0.0,N/A
1996.0,Jo Ann Dahlkoetter,0.0,N/A
1996.0,Julie Moss,0.0,N/A
1996.0,Kathleen McCartney,0.0,N/A
1996.0,Sally Edwards,0.0,N/A
1996.0,Lyn Brooks,0.0,N/A
1996.0,Linda Sweeney,0.0,N/A
1996.0,Eve Anderson,0.0,N/A
1996.0,Robin Beck,0.0,N/A
1996.0,Lyn Lemaire,0.0,N/A
1997.0,Anne Haug,0.0,N/A
1997.0,Sarah Crowley,0.0,N/A
1997.0,Lucy Charles,0.0,N/A
1997.0,Heather Jackson,0.0,N/A
1997.0,Daniela Ryf,0.0,N/A
1997.0,Rachel Joyce,0.0,N/A
1997.0,Liz Blatchford,0.0,N/A
1997.0,Leanda Cave,0.0,N/A
1997.0,Caroline Steffen,0.0,N/A
1997.0,Julie Dibens,0.0,N/A
1997.0,Virginia Berasategui,0.0,N/A
1997.0,Mirinda Carfrae,0.0,N/A
1997.0,Yvonne van Vlerken,0.0,N/A
1997.0,Sandra Wallenhorst,0.0,N/A
1997.0,Chrissie Wellington,0.0,N/A
1997.0,Samantha McGlone,0.0,N/A
1997.0,Lisa Bentley,0.0,N/A
1997.0,Desiree Ficker,0.0,N/A
1997.0,Michellie Jones,0.0,N/A
1997.0,Kate Major,0.0,N/A
1997.0,Nina Kraft,0.0,N/A
1997.0,Heather Fuhr,1.0,09:31:43
1997.0,Lori Bowden,2.0,09:41:42
1997.0,Natascha Badmann,0.0,N/A
1997.0,Isabelle Mouthon,0.0,N/A
1997.0,Fernanda Keller,3.0,09:50:02
1997.0,Karen Smyers,0.0,N/A
1997.0,Susan Latshaw,0.0,N/A
1997.0,Julie Anne White,0.0,N/A
1997.0,Thea Sybesma,0.0,N/A
1997.0,Sarah Coope,0.0,N/A
1997.0,Terri Schneider,0.0,N/A
1997.0,Kirsten Hanssen,0.0,N/A
1997.0,Erin Baker,0.0,N/A
1997.0,Joanne Ernst,0.0,N/A
1997.0,Paula Newby-Fraser,0.0,N/A
1997.0,Elizabeth Bulman,0.0,N/A
1997.0,Julie Olson,0.0,N/A
1997.0,Patricia Puntous,0.0,N/A
1997.0,Sylviane Puntous,0.0,N/A
1997.0,Eva Ueltzen,0.0,N/A
1997.0,Julie Leach,0.0,N/A
1997.0,Jo Ann Dahlkoetter,0.0,N/A
1997.0,Julie Moss,0.0,N/A
1997.0,Kathleen McCartney,0.0,N/A
1997.0,Sally Edwards,0.0,N/A
1997.0,Lyn Brooks,0.0,N/A
1997.0,Linda Sweeney,0.0,N/A
1997.0,Eve Anderson,0.0,N/A
1997.0,Robin Beck,0.0,N/A
1997.0,Lyn Lemaire,0.0,N/A
1998.0,Anne Haug,0.0,N/A
1998.0,Sarah Crowley,0.0,N/A
1998.0,Lucy Charles,0.0,N/A
1998.0,Heather Jackson,0.0,N/A
1998.0,Daniela Ryf,0.0,N/A
1998.0,Rachel Joyce,0.0,N/A
1998.0,Liz Blatchford,0.0,N/A
1998.0,Leanda Cave,0.0,N/A
1998.0,Caroline Steffen,0.0,N/A
1998.0,Julie Dibens,0.0,N/A
1998.0,Virginia Berasategui,0.0,N/A
1998.0,Mirinda Carfrae,0.0,N/A
1998.0,Yvonne van Vlerken,0.0,N/A
1998.0,Sandra Wallenhorst,0.0,N/A
1998.0,Chrissie Wellington,0.0,N/A
1998.0,Samantha McGlone,0.0,N/A
1998.0,Lisa Bentley,0.0,N/A
1998.0,Desiree Ficker,0.0,N/A
1998.0,Michellie Jones,0.0,N/A
1998.0,Kate Major,0.0,N/A
1998.0,Nina Kraft,0.0,N/A
1998.0,Heather Fuhr,0.0,N/A
1998.0,Lori Bowden,2.0,09:27:19
1998.0,Natascha Badmann,1.0,09:24:16
1998.0,Isabelle Mouthon,0.0,N/A
1998.0,Fernanda Keller,3.0,09:28:29
1998.0,Karen Smyers,0.0,N/A
1998.0,Susan Latshaw,0.0,N/A
1998.0,Julie Anne White,0.0,N/A
1998.0,Thea Sybesma,0.0,N/A
1998.0,Sarah Coope,0.0,N/A
1998.0,Terri Schneider,0.0,N/A
1998.0,Kirsten Hanssen,0.0,N/A
1998.0,Erin Baker,0.0,N/A
1998.0,Joanne Ernst,0.0,N/A
1998.0,Paula Newby-Fraser,0.0,N/A
1998.0,Elizabeth Bulman,0.0,N/A
1998.0,Julie Olson,0.0,N/A
1998.0,Patricia Puntous,0.0,N/A
1998.0,Sylviane Puntous,0.0,N/A
1998.0,Eva Ueltzen,0.0,N/A
1998.0,Julie Leach,0.0,N/A
1998.0,Jo Ann Dahlkoetter,0.0,N/A
1998.0,Julie Moss,0.0,N/A
1998.0,Kathleen McCartney,0.0,N/A
1998.0,Sally Edwards,0.0,N/A
1998.0,Lyn Brooks,0.0,N/A
1998.0,Linda Sweeney,0.0,N/A
1998.0,Eve Anderson,0.0,N/A
1998.0,Robin Beck,0.0,N/A
