Year,Athlete,Place_no,Time
1998.0,Lyn Lemaire,0.0,N/A
1999.0,Anne Haug,0.0,N/A
1999.0,Sarah Crowley,0.0,N/A
1999.0,Lucy Charles,0.0,N/A
1999.0,Heather Jackson,0.0,N/A
1999.0,Daniela Ryf,0.0,N/A
1999.0,Rachel Joyce,0.0,N/A
1999.0,Liz Blatchford,0.0,N/A
1999.0,Leanda Cave,0.0,N/A
1999.0,Caroline Steffen,0.0,N/A
1999.0,Julie Dibens,0.0,N/A
1999.0,Virginia Berasategui,0.0,N/A
1999.0,Mirinda Carfrae,0.0,N/A
1999.0,Yvonne van Vlerken,0.0,N/A
1999.0,Sandra Wallenhorst,0.0,N/A
1999.0,Chrissie Wellington,0.0,N/A
1999.0,Samantha McGlone,0.0,N/A
1999.0,Lisa Bentley,0.0,N/A
1999.0,Desiree Ficker,0.0,N/A
1999.0,Michellie Jones,0.0,N/A
1999.0,Kate Major,0.0,N/A
1999.0,Nina Kraft,0.0,N/A
1999.0,Heather Fuhr,0.0,N/A
1999.0,Lori Bowden,1.0,09:13:02
1999.0,Natascha Badmann,0.0,N/A
1999.0,Isabelle Mouthon,0.0,N/A
1999.0,Fernanda Keller,3.0,09:24:30
1999.0,Karen Smyers,2.0,09:20:40
1999.0,Susan Latshaw,0.0,N/A
1999.0,Julie Anne White,0.0,N/A
1999.0,Thea Sybesma,0.0,N/A
1999.0,Sarah Coope,0.0,N/A
1999.0,Terri Schneider,0.0,N/A
1999.0,Kirsten Hanssen,0.0,N/A
1999.0,Erin Baker,0.0,N/A
1999.0,Joanne Ernst,0.0,N/A
1999.0,Paula Newby-Fraser,0.0,N/A
1999.0,Elizabeth Bulman,0.0,N/A
1999.0,Julie Olson,0.0,N/A
1999.0,Patricia Puntous,0.0,N/A
1999.0,Sylviane Puntous,0.0,N/A
1999.0,Eva Ueltzen,0.0,N/A
1999.0,Julie Leach,0.0,N/A
1999.0,Jo Ann Dahlkoetter,0.0,N/A
1999.0,Julie Moss,0.0,N/A
1999.0,Kathleen McCartney,0.0,N/A
1999.0,Sally Edwards,0.0,N/A
1999.0,Lyn Brooks,0.0,N/A
1999.0,Linda Sweeney,0.0,N/A
1999.0,Eve Anderson,0.0,N/A
1999.0,Robin Beck,0.0,N/A
1999.0,Lyn Lemaire,0.0,N/A
2000.0,Anne Haug,0.0,N/A
2000.0,Sarah Crowley,0.0,N/A
2000.0,Lucy Charles,0.0,N/A
2000.0,Heather Jackson,0.0,N/A
2000.0,Daniela Ryf,0.0,N/A
2000.0,Rachel Joyce,0.0,N/A
2000.0,Liz Blatchford,0.0,N/A
2000.0,Leanda Cave,0.0,N/A
2000.0,Caroline Steffen,0.0,N/A
2000.0,Julie Dibens,0.0,N/A
2000.0,Virginia Berasategui,0.0,N/A
2000.0,Mirinda Carfrae,0.0,N/A
2000.0,Yvonne van Vlerken,0.0,N/A
2000.0,Sandra Wallenhorst,0.0,N/A
2000.0,Chrissie Wellington,0.0,N/A
2000.0,Samantha McGlone,0.0,N/A
2000.0,Lisa Bentley,0.0,N/A
2000.0,Desiree Ficker,0.0,N/A
2000.0,Michellie Jones,0.0,N/A
2000.0,Kate Major,0.0,N/A
2000.0,Nina Kraft,0.0,N/A
2000.0,Heather Fuhr,0.0,N/A
2000.0,Lori Bowden,2.0,09:29:05
2000.0,Natascha Badmann,1.0,09:26:17
2000.0,Isabelle Mouthon,0.0,N/A
2000.0,Fernanda Keller,3.0,09:31:29
2000.0,Karen Smyers,0.0,N/A
2000.0,Susan Latshaw,0.0,N/A
2000.0,Julie Anne White,0.0,N/A
2000.0,Thea Sybesma,0.0,N/A
2000.0,Sarah Coope,0.0,N/A
2000.0,Terri Schneider,0.0,N/A
2000.0,Kirsten Hanssen,0.0,N/A
2000.0,Erin Baker,0.0,N/A
2000.0,Joanne Ernst,0.0,N/A
2000.0,Paula Newby-Fraser,0.0,N/A
2000.0,Elizabeth Bulman,0.0,N/A
2000.0,Julie Olson,0.0,N/A
2000.0,Patricia Puntous,0.0,N/A
2000.0,Sylviane Puntous,0.0,N/A
2000.0,Eva Ueltzen,0.0,N/A
2000.0,Julie Leach,0.0,N/A
2000.0,Jo Ann Dahlkoetter,0.0,N/A
2000.0,Julie Moss,0.0,N/A
2000.0,Kathleen McCartney,0.0,N/A
2000.0,Sally Edwards,0.0,N/A
2000.0,Lyn Brooks,0.0,N/A
2000.0,Linda Sweeney,0.0,N/A
2000.0,Eve Anderson,0.0,N/A
2000.0,Robin Beck,0.0,N/A
2000.0,Lyn Lemaire,0.0,N/A
2001.0,Anne Haug,0.0,N/A
2001.0,Sarah Crowley,0.0,N/A
2001.0,Lucy Charles,0.0,N/A
2001.0,Heather Jackson,0.0,N/A
2001.0,Daniela Ryf,0.0,N/A
2001.0,Rachel Joyce,0.0,N/A
2001.0,Liz Blatchford,0.0,N/A
2001.0,Leanda Cave,0.0,N/A
2001.0,Caroline Steffen,0.0,N/A
2001.0,Julie Dibens,0.0,N/A
2001.0,Virginia Berasategui,0.0,N/A
2001.0,Mirinda Carfrae,0.0,N/A
2001.0,Yvonne van Vlerken,0.0,N/A
2001.0,Sandra Wallenhorst,0.0,N/A
2001.0,Chrissie Wellington,0.0,N/A
2001.0,Samantha McGlone,0.0,N/A
2001.0,Lisa Bentley,0.0,N/A
2001.0,Desiree Ficker,0.0,N/A
2001.0,Michellie Jones,0.0,N/A
2001.0,Kate Major,0.0,N/A
2001.0,Nina Kraft,3.0,09:41:01
2001.0,Heather Fuhr,0.0,N/A
2001.0,Lori Bowden,2.0,09:32:59
2001.0,Natascha Badmann,1.0,09:28:37
2001.0,Isabelle Mouthon,0.0,N/A
2001.0,Fernanda Keller,0.0,N/A
2001.0,Karen Smyers,0.0,N/A
2001.0,Susan Latshaw,0.0,N/A
2001.0,Julie Anne White,0.0,N/A
2001.0,Thea Sybesma,0.0,N/A
2001.0,Sarah Coope,0.0,N/A
2001.0,Terri Schneider,0.0,N/A
2001.0,Kirsten Hanssen,0.0,N/A
2001.0,Erin Baker,0.0,N/A
2001.0,Joanne Ernst,0.0,N/A
2001.0,Paula Newby-Fraser,0.0,N/A
2001.0,Elizabeth Bulman,0.0,N/A
2001.0,Julie Olson,0.0,N/A
2001.0,Patricia Puntous,0.0,N/A
2001.0,Sylviane Puntous,0.0,N/A
2001.0,Eva Ueltzen,0.0,N/A
2001.0,Julie Leach,0.0,N/A
2001.0,Jo Ann Dahlkoetter,0.0,N/A
2001.0,Julie Moss,0.0,N/A
2001.0,Kathleen McCartney,0.0,N/A
2001.0,Sally Edwards,0.0,N/A
2001.0,Lyn Brooks,0.0,N/A
2001.0,Linda Sweeney,0.0,N/A
2001.0,Eve Anderson,0.0,N/A
2001.0,Robin Beck,0.0,N/A
2001.0,Lyn Lemaire,0.0,N/A
2002.0,Anne Haug,0.0,N/A
2002.0,Sarah Crowley,0.0,N/A
2002.0,Lucy Charles,0.0,N/A
2002.0,Heather Jackson,0.0,N/A
2002.0,Daniela Ryf,0.0,N/A
2002.0,Rachel Joyce,0.0,N/A
2002.0,Liz Blatchford,0.0,N/A
2002.0,Leanda Cave,0.0,N/A
2002.0,Caroline Steffen,0.0,N/A
2002.0,Julie Dibens,0.0,N/A
2002.0,Virginia Berasategui,0.0,N/A
2002.0,Mirinda Carfrae,0.0,N/A
2002.0,Yvonne van Vlerken,0.0,N/A
2002.0,Sandra Wallenhorst,0.0,N/A
2002.0,Chrissie Wellington,0.0,N/A
2002.0,Samantha McGlone,0.0,N/A
2002.0,Lisa Bentley,0.0,N/A
2002.0,Desiree Ficker,0.0,N/A
2002.0,Michellie Jones,0.0,N/A
2002.0,Kate Major,0.0,N/A
2002.0,Nina Kraft,2.0,09:14:24
2002.0,Heather Fuhr,0.0,N/A
2002.0,Lori Bowden,3.0,09:22:27
2002.0,Natascha Badmann,1.0,09:07:54
2002.0,Isabelle Mouthon,0.0,N/A
2002.0,Fernanda Keller,0.0,N/A
2002.0,Karen Smyers,0.0,N/A
2002.0,Susan Latshaw,0.0,N/A
2002.0,Julie Anne White,0.0,N/A
2002.0,Thea Sybesma,0.0,N/A
2002.0,Sarah Coope,0.0,N/A
2002.0,Terri Schneider,0.0,N/A
2002.0,Kirsten Hanssen,0.0,N/A
2002.0,Erin Baker,0.0,N/A
2002.0,Joanne Ernst,0.0,N/A
2002.0,Paula Newby-Fraser,0.0,N/A
2002.0,Elizabeth Bulman,0.0,N/A
2002.0,Julie Olson,0.0,N/A
2002.0,Patricia Puntous,0.0,N/A
2002.0,Sylviane Puntous,0.0,N/A
2002.0,Eva Ueltzen,0.0,N/A
2002.0,Julie Leach,0.0,N/A
2002.0,Jo Ann Dahlkoetter,0.0,N/A
2002.0,Julie Moss,0.0,N/A
2002.0,Kathleen McCartney,0.0,N/A
2002.0,Sally Edwards,0.0,N/A
2002.0,Lyn Brooks,0.0,N/A
2002.0,Linda Sweeney,0.0,N/A
2002.0,Eve Anderson,0.0,N/A
2002.0,Robin Beck,0.0,N/A
2002.0,Lyn Lemaire,0.0,N/A
2003.0,Anne Haug,0.0,N/A
2003.0,Sarah Crowley,0.0,N/A
2003.0,Lucy Charles,0.0,N/A
2003.0,Heather Jackson,0.0,N/A
2003.0,Daniela Ryf,0.0,N/A
2003.0,Rachel Joyce,0.0,N/A
2003.0,Liz Blatchford,0.0,N/A
2003.0,Leanda Cave,0.0,N/A
2003.0,Caroline Steffen,0.0,N/A
2003.0,Julie Dibens,0.0,N/A
2003.0,Virginia Berasategui,0.0,N/A
2003.0,Mirinda Carfrae,0.0,N/A
2003.0,Yvonne van Vlerken,0.0,N/A
2003.0,Sandra Wallenhorst,0.0,N/A
2003.0,Chrissie Wellington,0.0,N/A
2003.0,Samantha McGlone,0.0,N/A
2003.0,Lisa Bentley,0.0,N/A
2003.0,Desiree Ficker,0.0,N/A
2003.0,Michellie Jones,0.0,N/A
2003.0,Kate Major,0.0,N/A
2003.0,Nina Kraft,3.0,09:17:16
2003.0,Heather Fuhr,0.0,N/A
2003.0,Lori Bowden,1.0,09:11:55
2003.0,Natascha Badmann,2.0,09:17:08
2003.0,Isabelle Mouthon,0.0,N/A
2003.0,Fernanda Keller,0.0,N/A
2003.0,Karen Smyers,0.0,N/A
2003.0,Susan Latshaw,0.0,N/A
2003.0,Julie Anne White,0.0,N/A
2003.0,Thea Sybesma,0.0,N/A
2003.0,Sarah Coope,0.0,N/A
2003.0,Terri Schneider,0.0,N/A
2003.0,Kirsten Hanssen,0.0,N/A
2003.0,Erin Baker,0.0,N/A
2003.0,Joanne Ernst,0.0,N/A
2003.0,Paula Newby-Fraser,0.0,N/A
2003.0,Elizabeth Bulman,0.0,N/A
2003.0,Julie Olson,0.0,N/A
2003.0,Patricia Puntous,0.0,N/A
2003.0,Sylviane Puntous,0.0,N/A
2003.0,Eva Ueltzen,0.0,N/A
2003.0,Julie Leach,0.0,N/A
2003.0,Jo Ann Dahlkoetter,0.0,N/A
2003.0,Julie Moss,0.0,N/A
2003.0,Kathleen McCartney,0.0,N/A
2003.0,Sally Edwards,0.0,N/A
2003.0,Lyn Brooks,0.0,N/A
2003.0,Linda Sweeney,0.0,N/A
2003.0,Eve Anderson,0.0,N/A
2003.0,Robin Beck,0.0,N/A
2003.0,Lyn Lemaire,0.0,N/A
2004.0,Anne Haug,0.0,N/A
2004.0,Sarah Crowley,0.0,N/A
2004.0,Lucy Charles,0.0,N/A
2004.0,Heather Jackson,0.0,N/A
2004.0,Daniela Ryf,0.0,N/A
2004.0,Rachel Joyce,0.0,N/A
2004.0,Liz Blatchford,0.0,N/A
2004.0,Leanda Cave,0.0,N/A
2004.0,Caroline Steffen,0.0,N/A
2004.0,Julie Dibens,0.0,N/A
2004.0,Virginia Berasategui,0.0,N/A
2004.0,Mirinda Carfrae,0.0,N/A
2004.0,Yvonne van Vlerken,0.0,N/A
2004.0,Sandra Wallenhorst,0.0,N/A
2004.0,Chrissie Wellington,0.0,N/A
2004.0,Samantha McGlone,0.0,N/A
2004.0,Lisa Bentley,0.0,N/A
2004.0,Desiree Ficker,0.0,N/A
2004.0,Michellie Jones,0.0,N/A
2004.0,Kate Major,3.0,10:01:56
2004.0,Nina Kraft,0.0,N/A
2004.0,Heather Fuhr,2.0,09:56:19
2004.0,Lori Bowden,0.0,N/A
2004.0,Natascha Badmann,1.0,09:50:04
2004.0,Isabelle Mouthon,0.0,N/A
2004.0,Fernanda Keller,0.0,N/A
2004.0,Karen Smyers,0.0,N/A
2004.0,Susan Latshaw,0.0,N/A
2004.0,Julie Anne White,0.0,N/A
2004.0,Thea Sybesma,0.0,N/A
2004.0,Sarah Coope,0.0,N/A
2004.0,Terri Schneider,0.0,N/A
2004.0,Kirsten Hanssen,0.0,N/A
2004.0,Erin Baker,0.0,N/A
2004.0,Joanne Ernst,0.0,N/A
2004.0,Paula Newby-Fraser,0.0,N/A
2004.0,Elizabeth Bulman,0.0,N/A
2004.0,Julie Olson,0.0,N/A
2004.0,Patricia Puntous,0.0,N/A
2004.0,Sylviane Puntous,0.0,N/A
2004.0,Eva Ueltzen,0.0,N/A
2004.0,Julie Leach,0.0,N/A
2004.0,Jo Ann Dahlkoetter,0.0,N/A
2004.0,Julie Moss,0.0,N/A
2004.0,Kathleen McCartney,0.0,N/A
2004.0,Sally Edwards,0.0,N/A
2004.0,Lyn Brooks,0.0,N/A
2004.0,Linda Sweeney,0.0,N/A
2004.0,Eve Anderson,0.0,N/A
2004.0,Robin Beck,0.0,N/A
2004.0,Lyn Lemaire,0.0,N/A
2005.0,Anne Haug,0.0,N/A
2005.0,Sarah Crowley,0.0,N/A
2005.0,Lucy Charles,0.0,N/A
2005.0,Heather Jackson,0.0,N/A
2005.0,Daniela Ryf,0.0,N/A
2005.0,Rachel Joyce,0.0,N/A
2005.0,Liz Blatchford,0.0,N/A
2005.0,Leanda Cave,0.0,N/A
2005.0,Caroline Steffen,0.0,N/A
2005.0,Julie Dibens,0.0,N/A
2005.0,Virginia Berasategui,0.0,N/A
2005.0,Mirinda Carfrae,0.0,N/A
2005.0,Yvonne van Vlerken,0.0,N/A
2005.0,Sandra Wallenhorst,0.0,N/A
2005.0,Chrissie Wellington,0.0,N/A
2005.0,Samantha McGlone,0.0,N/A
2005.0,Lisa Bentley,0.0,N/A
2005.0,Desiree Ficker,0.0,N/A
2005.0,Michellie Jones,2.0,09:11:51
2005.0,Kate Major,3.0,09:12:39
2005.0,Nina Kraft,0.0,N/A
2005.0,Heather Fuhr,0.0,N/A
2005.0,Lori Bowden,0.0,N/A
2005.0,Natascha Badmann,1.0,09:09:30
2005.0,Isabelle Mouthon,0.0,N/A
2005.0,Fernanda Keller,0.0,N/A
2005.0,Karen Smyers,0.0,N/A
2005.0,Susan Latshaw,0.0,N/A
2005.0,Julie Anne White,0.0,N/A
2005.0,Thea Sybesma,0.0,N/A
2005.0,Sarah Coope,0.0,N/A
2005.0,Terri Schneider,0.0,N/A
2005.0,Kirsten Hanssen,0.0,N/A
2005.0,Erin Baker,0.0,N/A
2005.0,Joanne Ernst,0.0,N/A
2005.0,Paula Newby-Fraser,0.0,N/A
2005.0,Elizabeth Bulman,0.0,N/A
2005.0,Julie Olson,0.0,N/A
2005.0,Patricia Puntous,0.0,N/A
2005.0,Sylviane Puntous,0.0,N/A
2005.0,Eva Ueltzen,0.0,N/A
2005.0,Julie Leach,0.0,N/A
2005.0,Jo Ann Dahlkoetter,0.0,N/A
2005.0,Julie Moss,0.0,N/A
2005.0,Kathleen McCartney,0.0,N/A
2005.0,Sally Edwards,0.0,N/A
2005.0,Lyn Brooks,0.0,N/A
2005.0,Linda Sweeney,0.0,N/A
2005.0,Eve Anderson,0.0,N/A
2005.0,Robin Beck,0.0,N/A
2005.0,Lyn Lemaire,0.0,N/A
2006.0,Anne Haug,0.0,N/A
2006.0,Sarah Crowley,0.0,N/A
2006.0,Lucy Charles,0.0,N/A
2006.0,Heather Jackson,0.0,N/A
2006.0,Daniela Ryf,0.0,N/A
2006.0,Rachel Joyce,0.0,N/A
2006.0,Liz Blatchford,0.0,N/A
2006.0,Leanda Cave,0.0,N/A
2006.0,Caroline Steffen,0.0,N/A
2006.0,Julie Dibens,0.0,N/A
2006.0,Virginia Berasategui,0.0,N/A
2006.0,Mirinda Carfrae,0.0,N/A
2006.0,Yvonne van Vlerken,0.0,N/A
2006.0,Sandra Wallenhorst,0.0,N/A
2006.0,Chrissie Wellington,0.0,N/A
2006.0,Samantha McGlone,0.0,N/A
2006.0,Lisa Bentley,3.0,09:25:18
2006.0,Desiree Ficker,2.0,09:24:02
2006.0,Michellie Jones,1.0,09:18:31
2006.0,Kate Major,0.0,N/A
2006.0,Nina Kraft,0.0,N/A
2006.0,Heather Fuhr,0.0,N/A
2006.0,Lori Bowden,0.0,N/A
2006.0,Natascha Badmann,0.0,N/A
2006.0,Isabelle Mouthon,0.0,N/A
2006.0,Fernanda Keller,0.0,N/A
2006.0,Karen Smyers,0.0,N/A
2006.0,Susan Latshaw,0.0,N/A
2006.0,Julie Anne White,0.0,N/A
2006.0,Thea Sybesma,0.0,N/A
2006.0,Sarah Coope,0.0,N/A
2006.0,Terri Schneider,0.0,N/A
2006.0,Kirsten Hanssen,0.0,N/A
2006.0,Erin Baker,0.0,N/A
2006.0,Joanne Ernst,0.0,N/A
2006.0,Paula Newby-Fraser,0.0,N/A
2006.0,Elizabeth Bulman,0.0,N/A
2006.0,Julie Olson,0.0,N/A
2006.0,Patricia Puntous,0.0,N/A
2006.0,Sylviane Puntous,0.0,N/A
2006.0,Eva Ueltzen,0.0,N/A
2006.0,Julie Leach,0.0,N/A
2006.0,Jo Ann Dahlkoetter,0.0,N/A
2006.0,Julie Moss,0.0,N/A
2006.0,Kathleen McCartney,0.0,N/A
2006.0,Sally Edwards,0.0,N/A
2006.0,Lyn Brooks,0.0,N/A
2006.0,Linda Sweeney,0.0,N/A
2006.0,Eve Anderson,0.0,N/A
2006.0,Robin Beck,0.0,N/A
2006.0,Lyn Lemaire,0.0,N/A
2007.0,Anne Haug,0.0,N/A
2007.0,Sarah Crowley,0.0,N/A
2007.0,Lucy Charles,0.0,N/A
2007.0,Heather Jackson,0.0,N/A
2007.0,Daniela Ryf,0.0,N/A
2007.0,Rachel Joyce,0.0,N/A
2007.0,Liz Blatchford,0.0,N/A
2007.0,Leanda Cave,0.0,N/A
2007.0,Caroline Steffen,0.0,N/A
2007.0,Julie Dibens,0.0,N/A
2007.0,Virginia Berasategui,0.0,N/A
2007.0,Mirinda Carfrae,0.0,N/A
2007.0,Yvonne van Vlerken,0.0,N/A
2007.0,Sandra Wallenhorst,0.0,N/A
2007.0,Chrissie Wellington,1.0,09:08:45
2007.0,Samantha McGlone,2.0,09:14:04
2007.0,Lisa Bentley,0.0,N/A
2007.0,Desiree Ficker,0.0,N/A
2007.0,Michellie Jones,0.0,N/A
2007.0,Kate Major,3.0,09:19:13
2007.0,Nina Kraft,0.0,N/A
2007.0,Heather Fuhr,0.0,N/A
2007.0,Lori Bowden,0.0,N/A
2007.0,Natascha Badmann,0.0,N/A
2007.0,Isabelle Mouthon,0.0,N/A
2007.0,Fernanda Keller,0.0,N/A
2007.0,Karen Smyers,0.0,N/A
2007.0,Susan Latshaw,0.0,N/A
2007.0,Julie Anne White,0.0,N/A
2007.0,Thea Sybesma,0.0,N/A
2007.0,Sarah Coope,0.0,N/A
2007.0,Terri Schneider,0.0,N/A
2007.0,Kirsten Hanssen,0.0,N/A
2007.0,Erin Baker,0.0,N/A
2007.0,Joanne Ernst,0.0,N/A
2007.0,Paula Newby-Fraser,0.0,N/A
2007.0,Elizabeth Bulman,0.0,N/A
2007.0,Julie Olson,0.0,N/A
2007.0,Patricia Puntous,0.0,N/A
2007.0,Sylviane Puntous,0.0,N/A
2007.0,Eva Ueltzen,0.0,N/A
2007.0,Julie Leach,0.0,N/A
2007.0,Jo Ann Dahlkoetter,0.0,N/A
2007.0,Julie Moss,0.0,N/A
2007.0,Kathleen McCartney,0.0,N/A
2007.0,Sally Edwards,0.0,N/A
2007.0,Lyn Brooks,0.0,N/A
2007.0,Linda Sweeney,0.0,N/A
2007.0,Eve Anderson,0.0,N/A
2007.0,Robin Beck,0.0,N/A
2007.0,Lyn Lemaire,0.0,N/A
2008.0,Anne Haug,0.0,N/A
2008.0,Sarah Crowley,0.0,N/A
2008.0,Lucy Charles,0.0,N/A
2008.0,Heather Jackson,0.0,N/A
2008.0,Daniela Ryf,0.0,N/A
2008.0,Rachel Joyce,0.0,N/A
2008.0,Liz Blatchford,0.0,N/A
2008.0,Leanda Cave,0.0,N/A
2008.0,Caroline Steffen,0.0,N/A
2008.0,Julie Dibens,0.0,N/A
2008.0,Virginia Berasategui,0.0,N/A
2008.0,Mirinda Carfrae,0.0,N/A
2008.0,Yvonne van Vlerken,2.0,09:21:20
2008.0,Sandra Wallenhorst,3.0,09:22:52
2008.0,Chrissie Wellington,1.0,09:06:23
2008.0,Samantha McGlone,0.0,N/A
2008.0,Lisa Bentley,0.0,N/A
2008.0,Desiree Ficker,0.0,N/A
2008.0,Michellie Jones,0.0,N/A
2008.0,Kate Major,0.0,N/A
2008.0,Nina Kraft,0.0,N/A
2008.0,Heather Fuhr,0.0,N/A
2008.0,Lori Bowden,0.0,N/A
2008.0,Natascha Badmann,0.0,N/A
2008.0,Isabelle Mouthon,0.0,N/A
2008.0,Fernanda Keller,0.0,N/A
2008.0,Karen Smyers,0.0,N/A
2008.0,Susan Latshaw,0.0,N/A
2008.0,Julie Anne White,0.0,N/A
2008.0,Thea Sybesma,0.0,N/A
2008.0,Sarah Coope,0.0,N/A
2008.0,Terri Schneider,0.0,N/A
2008.0,Kirsten Hanssen,0.0,N/A
2008.0,Erin Baker,0.0,N/A
2008.0,Joanne Ernst,0.0,N/A
2008.0,Paula Newby-Fraser,0.0,N/A
2008.0,Elizabeth Bulman,0.0,N/A
2008.0,Julie Olson,0.0,N/A
2008.0,Patricia Puntous,0.0,N/A
2008.0,Sylviane Puntous,0.0,N/A
2008.0,Eva Ueltzen,0.0,N/A
2008.0,Julie Leach,0.0,N/A
2008.0,Jo Ann Dahlkoetter,0.0,N/A
2008.0,Julie Moss,0.0,N/A
2008.0,Kathleen McCartney,0.0,N/A
2008.0,Sally Edwards,0.0,N/A
2008.0,Lyn Brooks,0.0,N/A
2008.0,Linda Sweeney,0.0,N/A
2008.0,Eve Anderson,0.0,N/A
2008.0,Robin Beck,0.0,N/A
2008.0,Lyn Lemaire,0.0,N/A
2009.0,Anne Haug,0.0,N/A
2009.0,Sarah Crowley,0.0,N/A
2009.0,Lucy Charles,0.0,N/A
2009.0,Heather Jackson,0.0,N/A
2009.0,Daniela Ryf,0.0,N/A
2009.0,Rachel Joyce,0.0,N/A
2009.0,Liz Blatchford,0.0,N/A
2009.0,Leanda Cave,0.0,N/A
2009.0,Caroline Steffen,0.0,N/A
2009.0,Julie Dibens,0.0,N/A
2009.0,Virginia Berasategui,3.0,09:15:28
2009.0,Mirinda Carfrae,2.0,09:13:59
2009.0,Yvonne van Vlerken,0.0,N/A
2009.0,Sandra Wallenhorst,0.0,N/A
2009.0,Chrissie Wellington,1.0,08:54:02
2009.0,Samantha McGlone,0.0,N/A
2009.0,Lisa Bentley,0.0,N/A
2009.0,Desiree Ficker,0.0,N/A
2009.0,Michellie Jones,0.0,N/A
2009.0,Kate Major,0.0,N/A
2009.0,Nina Kraft,0.0,N/A
2009.0,Heather Fuhr,0.0,N/A
2009.0,Lori Bowden,0.0,N/A
2009.0,Natascha Badmann,0.0,N/A
